卷章名,領域,標題,勉勵,經文
47哥林多後書第04章,信仰,天父在你外表消損的時候讓你內心一天新似一天,你是否曾在身體的疲憊、生活的消耗、服事的挫折中感到內心也被掏空，不知道還能堅持多久？保羅說：「所以，我們不喪膽。外體雖然毀壞，內心卻一天新似一天。我們這至暫至輕的苦楚，要為我們成就極重無比、永遠的榮耀。原來我們不是顧念所見的，乃是顧念所不見的；因為所見的是暫時的，所不見的是永遠的。」天父每一天都在更新你的內心，就算外表看不出來，那個「一天新似一天」正在發生。,外體雖然毀壞，內心卻一天新似一天。《哥林多後書4:16》
47哥林多後書第05章,未來,天父讓你在基督裡成為新造的人，舊事已過,你是否曾被過去的自己困住，總是回望舊日的罪、舊日的傷，覺得那些事讓你無法真正成為新人？保羅說：「若有人在基督裏，他就是新造的人，舊事已過，都變成新的了。」這不是說記憶消失，而是說那個記憶對你的定義已經改變了。天父藉着基督「叫世人與自己和好，不將他們的過犯歸到他們身上」。你的舊事，在基督裡已經不再定義你的身份。你是新的，今天，你可以以這個新的身份起來行走。,若有人在基督裏，他就是新造的人，舊事已過，都變成新的了。《哥林多後書5:17》
47哥林多後書第06章,信仰,天父在你艱難的服事中是你的依靠和寬廣之地,你是否曾在服事中面對多方的艱難——外在的逼迫、內在的疲憊、人的誤解——不知道還能支撐多久？保羅列了他所遭遇的各種苦難：患難、窘迫、鞭打、監禁、勞苦……但他說這一切都沒有使他喪膽。然後他說：「我們向你們心是寬大的。」天父在逼仄的處境中給保羅一顆寬廣的心，也能給你。今天，在最逼仄的地方，讓天父把你的心變得寬大起來。,我們在各事上，表明自己是神的用人。《哥林多後書6:4》
47哥林多後書第07章,悔改,天父讓你的憂愁成為悔改的起點，而非自責的深坑,你是否曾在犯罪或失敗之後，深陷在自責的痛苦中，不知道那種憂愁到底是悔改還是自我折磨？保羅說：「依着神的意思憂愁，就生出沒有後悔的懊悔來，以致得救；但世俗的憂愁是叫人死的。」依神而行的憂愁，讓人改變方向、得到釋放；世俗的憂愁，只是反覆地定自己的罪，卻沒有走向轉變。天父不要你在懊悔裡打轉，而是讓那懊悔成為你轉身的力量。你的悔改，天父喜悅；讓它帶你前進，而不是把你拉回去。,依着神的意思憂愁，就生出沒有後悔的懊悔來，以致得救。《哥林多後書7:10》
47哥林多後書第08章,奉獻,天父讓你先把自己獻上，然後一切的給出都有了意義,你是否曾在奉獻上感到掙扎，覺得動力不足，或者覺得自己奉獻是義務而不是喜悅？保羅提到馬其頓教會的榜樣：在「極窮之中還格外顯出他們樂捐的厚恩」，而且他們「先把自己獻給主」。一切奉獻，最核心的不是數字，而是先把自己交給天父。當你把自己獻上，奉獻就不再是割捨，而是喜樂地參與天父的工作。保羅說：「現在你們在這件事上也要以行動顯明你們的愛心是真實的。」,並且他們所做的，不但照我們所想望的，更照神的旨意先把自己獻給主。《哥林多後書8:5》
47哥林多後書第09章,財務,天父讓你甘心給出，在祂的豐富裡蒙福,你是否曾在考量奉獻時，心裡帶著一種「給出去就少了」的計算，讓奉獻成為一件有些沉重的事？保羅說：「各人要隨本心所酌定的，不要作難，不要勉強，因為捐得樂意的人是神所喜愛的。神能將各樣的恩惠多多地加給你們，使你們凡事常常充足，能多行各樣善事。」天父的供應，不是因為你保留才充足，而是因為你甘心給出才更豐富。「那賜種給撒種的，賜糧給人吃的，必多多加給你們種地的種子，又增添你們仁義的果子。」,捐得樂意的人是神所喜愛的。《哥林多後書9:7》
47哥林多後書第10章,信仰,天父賜給你屬靈的武器，能攻破一切轄制你的堅固營壘,你是否曾感到某些思想或恐懼就像一道牆，牢牢地困住你，靠人的力量和分析打不破？保羅說：「我們爭戰的兵器，本不是屬血氣的，乃是在神面前有能力，可以攻破堅固的營壘，將各樣的計謀，各樣攔阻人認識神的那些自高之事，一概攻破了，又將人所有的心意奪回，使他都順服基督。」你面對的那道牆，不是靠你更努力就能打破的，而是靠神的能力。今天，帶著那個難解的困境到天父面前，讓祂的武器來攻破。,我們爭戰的兵器，本不是屬血氣的，乃是在神面前有能力，可以攻破堅固的營壘。《哥林多後書10:4》
47哥林多後書第11章,服事,天父讓你的軟弱成為你對祂更深信靠的理由,你是否曾在服事中感到力不從心，又看見其他人似乎能幹許多，讓你懷疑自己是否適合？保羅列出他所經歷的艱難：鞭打三次、被石頭打、三次船壞、常在危難中……然後說：「除了別的事，還有為眾教會掛心的事，天天壓在我身上。有誰軟弱，我不軟弱呢？」保羅的強壯，不是因為他沒有軟弱，而是因為他在軟弱中持守。你的軟弱，不是你失格的理由，而是你更深倚靠天父的邀請。,有誰軟弱，我不軟弱呢？有誰跌倒，我不心焦呢？《哥林多後書11:29》
47哥林多後書第12章,信仰,天父在你的軟弱中彰顯祂的能力和恩典,你是否曾為某個長期的限制、痛苦或軟弱求神除去，卻一直沒有被移走，開始懷疑天父是否真的在乎？保羅有一根「刺」在身上，三次求主挪去，主說：「我的恩典夠你用的，因為我的能力是在人的軟弱上顯得完全。」保羅說：「我更喜歡誇自己的軟弱，好叫基督的能力覆庇我。」那個沒有被除去的，反而成了天父能力最真實的顯現之處。你的那根刺，或許正是天父最願意顯現祂能力的地方。,我的恩典夠你用的，因為我的能力是在人的軟弱上顯得完全。《哥林多後書12:9》
47哥林多後書第13章,信仰,天父讓你在信仰中省察自己，確認基督住在你心裡,你是否曾停下來認真問自己：「我真的在信仰嗎？基督真的住在我心裡嗎？」這不是要讓你懷疑，而是邀請你去確認一件最真實的事。保羅說：「你們要省察自己，看看自己是否在信仰中，也要試驗自己；你們焉能不知道耶穌基督在你們心裡呢？除非你們是可棄絕的人。」省察不是自我折磨，而是讓你更清楚地落實在「基督住在我裡面」這個真實裡。天父邀請你今天把這個問題好好地帶到祂面前。,你們要省察自己，看看自己是否在信仰中，也要試驗自己。《哥林多後書13:5》
48加拉太書第01章,信仰,天父的福音是唯一真實的，不可被你接受以外的替換,你是否曾在不同的聲音中困惑，不確定哪個才是真正的福音，或者被告知「你還需要多做什麼才算是真的基督徒」？保羅說：「我希奇你們這麼快離開那藉着基督之恩召你們的，去從別的福音。那並不是福音，不過有些人攪擾你們，要把基督的福音更改了。」天父給你的福音，是完整的、不需要添加的。你靠恩典得救，不需要加上任何條件。,那並不是福音，不過有些人攪擾你們，要把基督的福音更改了。《加拉太書1:7》
48加拉太書第02章,信仰,天父讓你的生命是基督在你裡面活著，不是靠律法維持,你是否曾在信仰的實踐上，靠的是努力遵守規條，而不是在與基督的關係中行走，卻又感到疲憊？保羅說：「我已經與基督同釘十字架，現在活着的，不再是我，乃是基督在我裏面活着；並且我如今在肉身活着，是因信神的兒子而活，他是愛我，為我捨己。」信仰不是靠規條維持的表演，而是「基督在我裡面」的真實。你的生命力，不來自你有多努力，而來自基督在你裡面的生命。今天，讓祂更深地在你裡面活著。,現在活着的，不再是我，乃是基督在我裏面活着。《加拉太書2:20》
48加拉太書第03章,信仰,天父讓你靠信心得着應許，不靠行為掙得,你是否曾覺得自己的靈命進步太慢，為此感到焦慮，不斷嘗試用更多的努力來彌補？保羅問加拉太人：「你們受聖靈，是因行律法呢？是因聽信福音呢？」恩典不是努力掙來的。亞伯拉罕因信稱義，他的後裔靠信心得著應許。你靈命的成長，首先不是靠更努力，而是靠更深地信靠那個已經完成一切的基督。你在基督裡是神的兒子，那是靠信心得來的身份。,這樣，你們因信基督耶穌，都是神的兒子。《加拉太書3:26》
48加拉太書第04章,信仰,天父讓你從奴僕的恐懼走進兒子的親密,你是否曾在禱告中感到疏遠，好像在對一位遙遠的法官說話，而不是對一位父親傾訴？保羅說，在基督以前，我們在律法之下像小孩子受管束；但「及至時候滿足，神就差遣他的兒子降世……為要使我們得着兒子的名分……神又差他兒子的靈進入你們的心，呼叫：阿爸！父！可見，你已經不是奴僕，乃是兒子了。」「阿爸！父！」——這不是正式的宗教用語，而是孩子對父親親密的呼喚。你今天可以這樣稱呼天父。,神又差他兒子的靈進入你們的心，呼叫：「阿爸！父！」《加拉太書4:6》
48加拉太書第05章,品格,天父賜給你自由，是為了讓聖靈的果子在你生命中結出,你是否曾在聖靈的結果上感到氣餒，覺得自己不夠愛、不夠有平安？保羅說，你們蒙召是要得自由，只是「不可將你的自由當作放縱情慾的機會」。然後說，聖靈的果子是愛、喜樂、平安……這些是聖靈結的果子，不是你努力製造的產品。靠聖靈行事，是「讓聖靈在你生命裡動工」，而不是靠意志力逼出這些品質。今天，邀請聖靈在你的生命裡更深地動工。,聖靈所結的果子，就是仁愛、喜樂、和平、忍耐、恩慈、良善、信實、溫柔、節制。《加拉太書5:22-23》
